sku,name,category,price_zar,unit,qty_on_hand,last_updated
DHI-LM24-B200S,"DAHUA 24 '' Industrial Monitor ;>Suitable for continuous 24/7 operation.  Ultra-narrow bezel, elegant appearance, metal base;> 178°H/178°V extra-wide",TVs,3877.3,Units,0.0,2026-05-18 09:47:30
DHI-LM27-B200,"DAHUA 27 '' Industrial Monitor ;>Suitable for continuous 24/7 operation.  Ultra-narrow bezel, elegant appearance, metal base;> 178°H/178°V extra-wide",TVs,5337.45,Units,0.0,2026-05-18 09:47:30
DH-HAC-HDW1200TLMP-A,DAHUA 2MP 1080P HDCVI Weatherproof 30m IR Metal Dome Camera with built-in Microphone > Max 30fps@1080P > Built-in mic  > CVI/CVBS/AHD/TVI switchable >,Uncategorised,558.25,Units,0.0,2026-05-18 09:47:30
DH-HAC-B4A21P-VF-2712,"DAHUA 2MP 1080P HDCVI Weatherproof 30m IR Vari-focal  2.7-12mm Lense: 25/30fps@1080P  High speed, long distance real-time transmission  Day/Night(IC",Uncategorised,908.6,Units,0.0,2026-05-18 09:47:30
DH-HAC-HDW1239TLP-A-LED,DAHUA 2MP 24X7 Full-color Starlight HDCVI Dome Camera with - ·20m White LED illuminator / Built in Microphone Full-color starlight ·techology ·Max. 30,Uncategorised,908.6,Units,0.0,2026-05-18 09:47:30
DH-HAC-HFW1239TP-LED-S2,DAHUA 2MP 24x7 Full-color Starlight HDCVI Bullet Camera with 20m White LED illuminator - ·Full-color starlight ·techology ·Max. 30fps@1080P ·CVI/CVBS/,Uncategorised,698.6,Units,0.0,2026-05-18 09:47:30
DH-IPC-HUM8231-L1-0280B,DAHUA 2MP Covert Pinhole Network Camera-Lens -Unit..Round 2.8mm Incl 8m Cable,Uncategorised,2301.15,Units,0.0,2026-05-18 09:47:30
DH-IPC-HUM8231P-E1,DAHUA 2MP Covert Pinhole Network Camera-Main Box · H.265&H.264 triple-stream encoding· Support Smart H.265+/H.264+· 50/60fps@1080P(1920×1080)· Day/Nig,Uncategorised,3791.75,Units,0.0,2026-05-18 09:47:30
DH-HAC-HMW3200LP-FR,"DAHUA 2MP Double-lens HDCVI Mobile IR Camera, · Max 30fps@1080P· HD and SD output switchable· 2.1mm fixed lens · Built-in Mic · Max. IR length 3m, Sma",Miscellaneous,1123.75,Units,0.0,2026-05-18 09:47:30
DH-HAC-HFW1209CP-LED,"DAHUA 2MP Full-color Starlight HDCVI Bullet Camera · Full-color starlight
· 20 m illumination distance · Max. 30fps@1080P · CVI/CVBS/AHD/TVI switchabl",Uncategorised,471.8,Units,0.0,2026-05-18 09:47:30
DH-HAC-HDW1209TLQP-LED,"DAHUA 2MP Full-color Starlight HDCVI Eyeball Camera · Full-color starlight
· 20 m illumination distance · Max. 30fps@1080P · CVI/CVBS/AHD/TVI switchab",Uncategorised,471.8,Units,0.0,2026-05-18 09:47:30
DH-HAC-HMW3200L,"DAHUA 2MP HDCVI IR Eyeball Mobile Camera, · Max 30fps@1080P· HD and SD output switchable· 2.1mm fixed lens· Built-in Mic· Max. IR length 3m, Smart IR·",Uncategorised,667.0,Units,0.0,2026-05-18 09:47:30
DH-HAC-T3A21P-VF-2712,"DAHUA 2MP HDCVI IR Vari-Focal Dome Camera > 30fps@1080P> HD and SD output switchable> 2.7-12mm vari-focal lens> Max. IR length 40m, Smart IR> IP67, DC",Uncategorised,763.0,Units,0.0,2026-05-18 09:47:30
DH-HAC-LC1220TP-TH,DAHUA 2MP HDCVI Temperature & Humidity Camera  it records video with real-time environmental information using display temperature & humidity· 30fps@1,Uncategorised,698.6,Units,0.0,2026-05-18 09:47:30
DH-HAC-HFW1200TLP-A,DAHUA 2MP HDCVI Weatherproof 80m IR Bullet Camera with built-in Microphone >  30fps@1080P > Built-in mic  > CVI/CVBS/AHD/TVI switchable > 2.8mm fixed,Uncategorised,525.0,Units,0.0,2026-05-18 09:47:30
DH-IPC-HFW2230S-S-S2,"DAHUA 2MP IR Bullet Network Camera. ·  1/2.7” CMOS image sensor, low illuminance, high image definition
· Outputs 2MP (1920 × 1080)@25/30 fps  H.265 c",Uncategorised,1434.05,Units,0.0,2026-05-18 09:47:30
DH-IPC-HDBW2230EP-S-S2,"DAHUA 2MP IR Dome Network Camera· 2MP, 1/2.7” CMOS image sensor, 2MP (1920 × 1080)@25/30 fps· H.265 codec, high compression rate, ultra-low bit rate·",Uncategorised,1403.53,Units,0.0,2026-05-18 09:47:30
DH-IPC-HDW2230TP-AS,"DAHUA 2MP IR Dome Network Camera·. · 2MP, 1/2.7” CMOS image sensor, low illuminance, high image definition· Outputs 2MP (1920 × 1080)@25/30 fps· H.265",Uncategorised,1403.53,Units,0.0,2026-05-18 09:47:30
DH-IPC-HDBW5241EP-ZE,"DAHUA 2MP IR Vari-focal Dome WizMind Network Camera ·· 2-MP 1/2.8"" CMOS image sensor, low luminance, and high definition image.· Outputs max. 2 MP (19",Uncategorised,2602.75,Units,0.0,2026-05-18 09:47:30
DH-HAC-HUM1220GP-M,"DAHUA 2MP Mobile HDCVI Camera · Max 30fps@1080P· HDCVI output (Aviation connector)· 2.8mm fixed lens  IP67, DC12V  Shock-proof",Uncategorised,616.25,Units,0.0,2026-05-18 09:47:30
DH-HAC-HDBW1200FP-M,"DAHUA 2MP Mobile HDCVI IR Dome Camera, · Max 30fps@1080P· HDCVI output (Aviation connector)· 3.6mm fixed lens(2.8mm optional) · Max. IR length 20m, Sm",Uncategorised,942.5,Units,0.0,2026-05-18 09:47:30
DH-HAC-HDW1220GP-M,"DAHUA 2MP Mobile HDCVI IR Eyeball Camera,  Max 30fps@1080P· HDCVI output (Aviation connector)· 2.8mm fixed lens · Max. IR length 20m, Smart IR· IP67,",Uncategorised,761.25,Units,0.0,2026-05-18 09:47:30
DH-IPC-HF8242FP-FD,DAHUA 2MP Starlight Face Detection Box AI Network Camera · 1/1.9” 2Megapixel progressive scan CMOS· H.265&H.264 triple-stream encoding· 50/60fps@1080P,Uncategorised,3762.75,Units,0.0,2026-05-18 09:47:30
DH-IPC-HFW8232EP-ZE,DAHUA 2MP Starlight IR Bullet Network Camera. · 1/1.9” 2Megapixel progressive scan CMOS· H.265&H.264 triple-stream encoding· 50/60fps@1080P(1920×1080),Uncategorised,3646.75,Units,0.0,2026-05-18 09:47:30
DH-IPC-HFW8232EP-Z12-IRA,DAHUA 2MP Starlight IR Bullet Network Camera. · 1/1.9” 2Megapixel progressive scan CMOS· H.265&H.264 triple-stream encoding· 50/60fps@1080P(1920×1080),Uncategorised,4328.25,Units,0.0,2026-05-18 09:47:30
DH-IPC-HFW5242HP-Z6E-MF,"DAHUA 2MP Vari-focal Bullet WizMind 140m IR Network Camera> 2MP, 1/1.8” CMOS image sensor, low illuminance, high image definition> Outputs max. 2MP (1",Uncategorised,7044.1,Units,0.0,2026-05-18 09:47:30
DH-IPC-HDW5241H-ASE-PV,"DAHUA 2MP WizMind AI IR Active Deterrence Dome Network Camea> 2MP 1/2.8"" CMOS image sensor, low illuminance, high definition image> Outputs max. 2MP (",Uncategorised,3748.25,Units,0.0,2026-05-18 09:47:30
DH-PFA162,"DAHUA 3 Axis bracket >Aesthetic design
>Material: aluminum >Housing bracket >Suitable for Housing  / ANPR / IR illuminator / General accessories insta",Uncategorised,259.55,Units,0.0,2026-05-18 09:47:30
DHI-LM32-F200,"DAHUA 32 '' Industrial Monitor
· High fidelity digital processing for a brilliant and vivid video 
· 8ms fast response time with no image blurring or",TVs,6781.65,Units,0.0,2026-05-18 09:47:30
DHI-NVR608-32-4KS2,"DAHUA 32CH NVR 4K ·384Mbps input, 16ch 1080P decoding, max 32 IPC input, H.265&H.264
8 HDD, 1 VGA&2 HDMI, 2 RJ45(1000M), 4 USB(2USB3.0)
Smart 2.0, Fis",NVR,12317.75,Units,0.0,2026-05-18 09:47:30
DH-XVR4232AN-I,DAHUA 32CH Penta-brid 1080N/720p WizSense XVR> H.265+/H.265 dual-stream video compression.> Supports 8-channel AI-Coding.> Supports HDCVI/AHD/TVI/CVBS,NVR,5800.2,Units,0.0,2026-05-18 09:47:30
DH-XVR5232AN-4KL-I2,DAHUA 32CH Penta-brid 4K-N/5MP AI WizSense DVR > H.265+/H.265 dual-stream video compression> Supports HDCVI/AHD/TVI/CVBS/IP video inputs> Max 32 chann,NVR,13016.65,Units,0.0,2026-05-18 09:47:30
DH-XVR5232AN-I3,DAHUA 32CH Penta-brid 5M-N/1080P WizSense AI XVR > H.265+/H.265 dual-stream video compression.> Supports 16-channel AI-Coding.> Supports HDCVI/AHD/TVI,NVR,8006.32,Units,0.0,2026-05-18 09:47:30
DH-IPC-HDW8341XP-BV-3D,"DAHUA 3MP Dual-Lens People Counting AI Network Camera - · 3MP WizMind Dual-Lens Network Camera
> 1/2.8” CMOS image sensor, low illuminance, high image",Uncategorised,9809.25,Units,0.0,2026-05-18 09:47:30
DH-IPC-HDBW8331EP-ZE,"DAHUA 3MP WDR IR Dome Network Camera · 1/2.8” 3Megapixel progressive scan STARVIS™ CMOS
· H.265&H.264 triple-stream encoding · 50/60fps@3M(2048×1536)",Uncategorised,3269.75,Units,0.0,2026-05-18 09:47:30
DH-HAC-PFW3601P-A180,DAHUA 3X2MP Multi-Sensor Panoramic HDCVI IR-Bullet Camera · Three 1/2.8” 2Megapixel progressive scan CMOS · 1 panoramic view &3 individual 2MP video o,Uncategorised,3913.0,Units,0.0,2026-05-18 09:47:30
SDT7C424-4F-ZBZJ-APV-0400,"DAHUA 4 MP 24x Startlight IR WizMind Network Panoramic + PTZ Camema
Panoramic: 1/1.8"" 4 Megapixel F1.0 STARVIS™ CMOS
1/2.8"" 4 Megapixel STARVIS™ CMOS>",Uncategorised,23790.15,Units,0.0,2026-05-18 09:47:30
DH-SD5A445XA-HNR,"DAHUA 4 MP 45x Starlight IR WizSense Network PTZ Camera. 45x optical zoom, H.265, IVS, IR Distance up to 150m,  ±25% wide voltage input, -40°C~70°C wi",Uncategorised,19038.5,Units,0.0,2026-05-18 09:47:30
DHI-KTA02M,"DAHUA 4-Wire Video Intercom kit ·: 7 inch screen. Video intercom function: Unlock, voice call, video call, volumeadjustment, and doorway monitoring",Intercom and Access Control,2230.1,Units,0.0,2026-05-18 09:47:30
DH-XVR1B04H-I,"DAHUA 4CH Penta-brid 5M-N/1080P WizSense AI XVR · H.265+/H.265 dual-stream video compression
· Supports Full-channel AI-Coding· Supports HDCVI/AHD/TVI",NVR,1152.2,Units,0.0,2026-05-18 09:47:30
DH-XVR1B04-I,"DAHUA 4CH Pentra-brid HDCVI/AHD/TVI/CVBS/IP 720P / 1080N DVR support CVI audio 
> H.265+/H.265 dual-stream video compression
> Supports Full channel A",NVR,868.0,Units,0.0,2026-05-18 09:47:30
DH-WM4700-O,"DAHUA 4G router 4G Router> 4G transmission: High speed 4G LTE connection, 100 Mbps downlink and 50 Mbps uplink.> Wi-Fi transmission: Connect your smar",Routers,4489.2,Units,0.0,2026-05-18 09:47:30
DH-SD8A840WA-HNF,"DAHUA 4K 40x Starlight+ WizMind Network PTZ Camera   1/1.8” 8Megapixel STARVIS™ CMOS
· Powerful 40x optical zoom· Starlight+ technology· IR distance u",Uncategorised,41978.95,Units,0.0,2026-05-18 09:47:30
DH-SD6CE445XA-HNR,"DAHUA 4MP 45x Starlight IR PTZ AI Network Camera · 1/2.8” 4Megapixel STARVIS™ CMOS
· Powerful 45x optical zoom· Starlight technology Max. 25/30fps@4MP",Uncategorised,23192.75,Units,0.0,2026-05-18 09:47:30
DH-SD6AL445XA-HNR,"DAHUA 4MP 45x Starlight Laser WizMind Network PTZ Camera > 1/2.8"" 4Megapixel CMOS > Powerful 45x optical zoom > Starlight technology > Max. 25/30 fps@",Uncategorised,31827.5,Units,0.0,2026-05-18 09:47:30
DHI-ITC431-RW1F-IRL8,"DAHUA 4MP IR AI Enforcement ANPR / LPR Camera ultra starlight CMOS with high sensitivity, high SNR, and excellent WDR, providing lifelike images 24/7.",Uncategorised,19376.35,Units,0.0,2026-05-18 09:47:30
DH-IPC-HDW2441T-S,"DAHUA 4MP Smart Dome WizSense Network Camera 4-MP 1/2.9"" CMOS image sensor, low luminance, and high definition image.Outputs max. 4 MP (2688 × 1520)@2",Uncategorised,1772.41,Units,0.0,2026-05-18 09:47:30
DH-IPC-HDW2449T-S-IL,"DAHUA 4MP Smart Dual Illumination Dome WizSense Network Camera. 4-MP 1/2.9"" CMOS image sensor, low luminance, and high definition image. 
Outputs max.",Uncategorised,1942.71,Units,0.0,2026-05-18 09:47:30
DH-IPC-HFW2449S-S-IL,"DAHUA 4MP Smart Dual Illumination Fixed-focal Bullet WizSense Network Camera
> 4-MP 1/2.9"" CMOS image sensor, low luminance, and high definition image",Uncategorised,1941.55,Units,0.0,2026-05-18 09:47:30
DH-IPC-HFW3441EP-AS,"DAHUA 4MP WizSense AI IR Bullet Network Camera - 4MP, 1/3” CMOS image sensor, low illuminance, high image definition · Outputs max. 4MP (2688 × 1520)@",Uncategorised,2567.15,Units,0.0,2026-05-18 09:47:30
DH-IPC-HDW3441TP-ZAS,"DAHUA 4MP WizSense AI Motorised Zoom varifocal lens WDR 40m IR Dome Network Camera -· 4MP, 1/3” CMOS image sensor, low illuminance, 4MP (2688 × 1520)@",Uncategorised,3560.69,Units,0.0,2026-05-18 09:47:30
DH-IPC-HFW2441T-ZAS,"DAHUA 4MP WizSense AI Motorised Zoom varifocal lens WDR 60m IR Bullet Network Camera> 4-MP 1/2.9"" CMOS image sensor, low luminance, and high definitio",Uncategorised,4049.42,Units,0.0,2026-05-18 09:47:30
DH-SD2A500-GN-A-PV,"DAHUA 5 MP IR and White Light Full-color Network Pan Tilt Camera> 1/2.8"" 5Megapixel STARVIS™ CMOS> Max. 20 fps@5MP> Human detection> Tripwire, intrusi",Uncategorised,2531.7,Units,0.0,2026-05-18 09:47:30
DH-PFS3005-5ET-L,DAHUA 5-Port Desktop Fast Ethernet Switch · Compact design: Miniature size and light weight make it easy to deploy· Plug and play: No configuration re,Switches,210.25,Units,0.0,2026-05-18 09:47:30
DH-PFS3005-5GT-L,DAHUA 5-Port Desktop Gigabit Ethernet Switch. · Compact design: Miniature size and light weight make it easy to deploy· Plug and play: No configuratio,Switches,333.5,Units,0.0,2026-05-18 09:47:30
DHI-LM50-F400,"DAHUA 50'' UHD LED Monitor
> 4K Ultra-HD resolution
> Suitable for continuous 24/7 operation
> 8ms response time for no motion blur, judder or ghostin",TVs,16844.29,Units,0.0,2026-05-18 09:47:30
DHI-LM55-F400,"DAHUA 55'' UHD LED Monitor
> 4K Ultra-HD resolution
> Suitable for continuous 24/7 operation
> 8ms response time for no motion blur, judder or ghostin",TVs,19250.06,Units,0.0,2026-05-18 09:47:30
DH-PFWB5-30ac,DAHUA 5GHz AC867 15dBi Outdoor Wireless CPE > Integrated 5 GHz (2x2) MIMO radio > Frequency 5.150 - 5.850 GHz (FCC 5.150 - 5.250 and 5.725 - 5.850 GHz,Miscellaneous,2385.25,Units,0.0,2026-05-18 09:47:30
DH-PFWB5-90ac,DAHUA 5GHz AC867 18dBi Outdoor Base Station> Integrated 5 GHz (2x2) MIMO radio> Frequency 5.150 - 5.850 GHz (FCC 5.150 - 5.250 and 5.725 - 5.850 GHz)>,Miscellaneous,3466.95,Units,0.0,2026-05-18 09:47:30
DH-PFWB5-10ac,DAHUA 5GHz AC867 20dBi Outdoor Wireless CPE > Integrated 5 GHz (2x2) MIMO radio > Frequency 5.150 - 5.850 GHz (FCC 5.150 - 5.250 and 5.725 - 5.850 GHz,Miscellaneous,3037.75,Units,0.0,2026-05-18 09:47:30
DH-PFWB5-30n,DAHUA 5GHz N300 15dBi Outdoor Wireless link CPE. · Integrated 5 GHz (2x2) MIMO radio· Frequency 5.150 - 5.850 GHz (FCC 5.150 - 5.250 and 5.725 -5.850,Miscellaneous,1587.75,Units,0.0,2026-05-18 09:47:30
DH-PFWB5-90n,"DAHUA 5GHz N300 Outdoor Wireless Base Station, · Integrated 5 GHz (2x2) MIMO radio· Frequency 5.150 - 5.850 GHz (FCC 5.150 - 5.250 and 5.725 -5.850 GH",Miscellaneous,2747.75,Units,0.0,2026-05-18 09:47:30
DH-HAC-HFW1509TLMP-IL-A-0360B,DAHUA 5MP Full-color Starlight HDCVI Bullet Camera with 40m White LED illuminator / Built in Microphone - ·Full-color starlight ·techology Max. 20fps@,Uncategorised,1054.2,Units,0.0,2026-05-18 09:47:30
DH-HAC-HDW1509TP-IL-A,DAHUA 5MP Full-color Starlight HDCVI Dome Camera with 40m White LED illuminator / Built in Microphone - ·Full-color starlight ·techology ·Max. 20fps@5,Uncategorised,1118.6,Units,0.0,2026-05-18 09:47:30
DH-HAC-ME1509THP-A-PV,DAHUA 5MP HDCVI Active Deterrence Weatherproof Full Color Bullet Camera with Blue & Red warning strobe light / Siren / White LED illuminator > · 24/7,Uncategorised,1241.8,Units,0.0,2026-05-18 09:47:30
DH-HAC-ME1509B-LS,DAHUA 5MP HDCVI Active Deterrence Weatherproof Full Color Bullet Camera with Built-in Outdoor Passive Motion Detector / Siren / White LED illuminator,Uncategorised,1118.6,Units,0.0,2026-05-18 09:47:30
DH-HAC-HDW1500TLQP-A,DAHUA 5MP HDCVI Weatherproof 30m IR Dome Camera with built-in Microphone > Max 20fps@5MP > HD and SD output switchable > 2.8mm fixed lens > 10m/110°de,Uncategorised,838.6,Units,0.0,2026-05-18 09:50:36
DH-HAC-HDW1500TP-Z-A,"DAHUA 5MP HDCVI Weatherproof 60m IR Vari-focal Motorized 2.7-12mm  Dome Camera with built-in Microphone >1/2.7"" 5 Megapixel CMOS >HD and SD switchable",Uncategorised,1379.0,Units,0.0,2026-05-18 09:50:36
DH-HAC-HFW1500RP-Z-IRE6-A,DAHUA 5MP HDCVI Weatherproof 60m IR Vari-focal Motorized 2.7-12mm Bullet Camera with built-in Microphone >· Max. 20fps@5MP· Built-in mic· HD and SD ou,Uncategorised,1482.6,Units,0.0,2026-05-18 09:50:36
DH-HY-SAV849HAP-E,"DAHUA 5MP IR AI-fire Smoke Sensing Network Camera > DC12V / PoE and 3V lithium battery> 1/2.7"" CMOS, 2.0mm focal length> H.265; H.264; > Horizontal: 1",Uncategorised,2834.75,Units,0.0,2026-05-18 09:50:36
DH-IPC-EW5541P-AS,DAHUA 5MP Panoramic Network IR Fisheye Camera> 1/2.7” 5Megapixel progressive scan STARVIS™ CMOS> H.265/H.264 triple-stream encoding> Max 25fps@5M(2592,Uncategorised,3998.96,Units,0.0,2026-05-18 09:50:36
DH-IPC-HFW5541TP-AS-PV-8mm,DAHUA 5MP WizMind AI IR Active Deterrence Bullet Network Camera  1/2.7” 5Megapixel progressive scan CMOS · H.265 & H.264 triple-stream encoding · 20 f,Uncategorised,3907.75,Units,0.0,2026-05-18 09:50:36
DH-IPC-HDW5541H-AS-PV,DAHUA 5MP WizMind AI IR Active Deterrence Dome Network Camera· 1/2.7” 5Megapixel progressive scan CMOS· H.265 & H.264 triple-stream encoding· 20 fps@2,Uncategorised,3907.75,Units,0.0,2026-05-18 09:50:36
DH-PFM700-E,"DAHUA 60m HDMI Extender  >Transmission distance: HDMI transmission distance 60m (max.196.85ft).
>Infrared function: support to transmit one-way infrar",Miscellaneous,1314.06,Units,0.0,2026-05-18 09:50:36
DHI-NVR608-64-4KS2,"DAHUA 64CH NVR 4K  > 384Mbps input, 16ch 1080P decoding, max 64 IPC input, H.265&H.264
8 HDD, 1 VGA&2 HDMI, 2 RJ45(1000M), 4 USB(2USB3.0)
Smart 2.0, F",NVR,23478.4,Units,0.0,2026-05-18 09:50:36
DHI-NVR5464-4KS2,DAHUA 64CH NVR 4K· Smart H.265+/H.265/Smart H.264+/H.264/MJPEG · Max 320Mbps Incoming Bandwidth · Up to 12MP Resolution for Preview and Playback · 2HD,NVR,11378.15,Units,0.0,2026-05-18 09:50:36
DH-HAC-HFW2601TP-Z-A,"DAHUA 6MP WDR HDCVI IR Bullet Camera · 120dB True WDR, 3DNR · Max. 6MP resolution · HD/SD switchable · Audio in interface, built-in mic · 2.7-13.5mm m",Uncategorised,1813.0,Units,0.0,2026-05-18 09:50:36
DH-IPC-HDW3849H-AS-PV-S3,"DAHUA 8 MP WizSense  Smart Dual Illumination Active Deterrence domel Network Camera> 8 MP 1/2.8"" CMOS image sensor, low luminance, and high definition",Uncategorised,5238.85,Units,0.0,2026-05-18 09:50:36
DH-PFS3008-8ET-L,DAHUA 8-Port Desktop Fast Ethernet Switch · Compact design: Miniature size and light weight make it easy to deploy· Plug and play: No configuration re,Switches,282.75,Units,0.0,2026-05-18 09:50:36
DH-PFS3008-8GT-L,DAHUA 8-Port Desktop Gigabit Ethernet Switch  Compact design: Miniature size and light weight make it easy to deploy· Plug and play: No configuration,Switches,500.25,Units,0.0,2026-05-18 09:50:36
DH-XVR1B08-I,DAHUA 8CH Penta-brid 1080N/720p WizSense XVR > H.265+/H.265 dual-stream video compression> Supports Full channel AI-Coding> Supports HDCVI/AHD/TVI/CVB,NVR,1188.6,Units,0.0,2026-05-18 09:50:36
DH-XVR5108HS-4KL-I3,DAHUA 8CH Penta-brid 4K-N/5MP AI WizSense DVR>· H.265+/H.265 dual-stream video compression· Supports HDCVI/AHD/TVI/CVBS/IP video inputs· Max 16 channe,NVR,3617.75,Units,0.0,2026-05-18 09:50:36
DH-XVR1B08H-I,"DAHUA 8CH Penta-brid 5M-N/1080P WizSense AI XVR
> H.265+/H.265 dual-stream video compression> Supports Full-channel AI-Coding> Supports HDCVI/AHD/TVI/",NVR,1883.55,Units,0.0,2026-05-18 09:50:36
DH-XVR5108H-I3,"DAHUA 8CH Penta-brid 5M-N/1080P WizSense AI XVR, new deep-learning algorithm, SMD Plus can recognize moving objects and differentiate human and vehicl",NVR,2757.9,Units,0.0,2026-05-18 09:50:36
DH-IPC-HFW3849T1-ZAS-PV-S5,"DAHUA 8MP Smart Dual Light Active Deterrence Vari-focal Bullet WizSense Network Camera> 8-MP 1/2.8"" CMOS image sensor, low luminance, and high definit",Miscellaneous,6585.71,Units,0.0,2026-07-22 10:15:33
DH-IPC-HFW3841EP-AS,"DAHUA 8MP WizSense AI IR Bullet Network Camera  8MP, 1/2.8” CMOS image sensor, low illuminance, 8MP (3840 × 2160) @20 fps @25/30 fps H.265 codec, Buil",Uncategorised,3748.25,Units,0.0,2026-05-18 09:50:36
DH-IPC-HDW3841TMP-AS,"DAHUA 8MP WizSense AI IR Dome Network Camera,8MP, 1/2.8” CMOS image sensor, low illuminance, 8MP (3840 × 2160) @20 fps H.265 codec,, high compression",Uncategorised,3893.25,Units,0.0,2026-05-18 09:50:36
DHI-MHVR8004-GFWI,DAHUA AI 4 Channels H.265 2 SD Mobile Video Recorder> Support HDCVI/AHD/TVI/IP video input> Support H.265/smart H.265 video compression> Support 4 cha,Miscellaneous,12253.95,Units,0.0,2026-05-18 09:50:36
DHI-ASI1202M,"DAHUA Access Control Standalone Terminal > Material: Zinc alloy plate> Support card unlock, fingerprint unlock, and card&fingerprint unlock> Card read",Miscellaneous,2718.75,Units,0.0,2026-05-18 09:50:36
DHI-ART-ARC3000H-03-FW2(868),"DAHUA Alarm KIT > Supports 150 wireless peripherals (6 sirens, 64 wireless keyfobs).> Peripherals status display (signal strength, battery level, temp",Miscellaneous,6372.75,Units,0.0,2026-05-18 09:50:36
DH-VTO1210C-X,"DAHUA Apartment Outdoor Station > HD CMOS camera
> Stainless steel panel, IP54, IK07 > Night vision & Voice indication
> Local card openning > Video &",Uncategorised,8698.55,Units,0.0,2026-05-18 09:50:36
DHI-VTO6521F,"DAHUA Apartment Outdoor Station >· 4.3 inch IPS display; screen resolution 800×480· 2MP CMOS; true WDR· Aluminum anode surface; metal button; IP65, IK",TVs,8698.55,Units,0.0,2026-05-18 09:50:36
DH-MPT221,"DAHUA Body Camera. Android 9.0.· 8-core 1.8 GHz High-Performance CPU.· 2.0"" touch screen.·1080p@30 fps recording, the image resolution up to 34MP (780",Uncategorised,12796.25,Units,0.0,2026-05-18 09:50:36
DH-PFB300C,DAHUA Ceiling Mount Bracket,Miscellaneous,282.75,Units,0.0,2026-05-18 09:50:36
DH-PFA151,"DAHUA Corner Mount Bracket
- Aesthetic design",Miscellaneous,485.75,Units,0.0,2026-05-18 09:50:36
DH-DSM-C01,"DAHUA DSM camera -  Dahua Driver Status Monitoring Camera is to  monitoring the driver’s face, with the help of DHI-MHVR8004-GFWI AI intelligent MVR c",Uncategorised,3014.55,Units,0.0,2026-05-18 09:50:36
DHI-TPC-SD5441-B50Z45-BM-S24,"DAHUA Dual View Thermal PTZ IP Camera>Thermal Hybrid Speed Dome Camera
> Vanadium oxide uncooled focal plane detector.> 4Megapixel progressive scan CM",Uncategorised,110737.95,Units,0.0,2026-05-18 09:50:36
DHI-ASR1102A(V2),"DAHUA Fingerprint RFID Reader - RS-485 protocol · Default IC (Mifare) card · Support card, fingerprint · Up to 3000 fingerprints capacity · Blue backl",Readers,2434.55,Units,0.0,2026-05-18 09:50:36
DH-VTOB107,DAHUA Flush Mounted Box for VTO2000A > Material: Metal > Size: 125mm*135mm*56mm > Weight: 0.8 Kg > Flush mounted box,Intercom and Access Control,506.05,Units,0.0,2026-05-18 09:50:36
DH-PFM791,"DAHUA HD Video Isolator , to solve the HDCVI image interference caused by ground loops
effectively; Apply to indoor or in junction box; Working Temp",Miscellaneous,143.55,Units,0.0,2026-05-18 09:50:36
DH-MCVR6208-GC,"DAHUA HDCVI 8 Channel mobile DVR 3G GPS . Supports HDCVI/Analog Video Input
• Dual-stream Recording• Eight-channel 1080p Real-time Recording• Simultan",NVR,11528.95,Units,0.0,2026-05-18 09:50:36
DH-HAP120,"DAHUA Hi-fidelity Pickup >Use high sensitivity, all directional microphone head and omnidirectional microphone, clear and natural sound;
>Lightning pr",Miscellaneous,382.8,Units,0.0,2026-05-18 09:50:36
DH-HAP200,DAHUA Hi-fidelity audio mic  Easy to install\ ALC processing circuit Basic noise reduction Support cascading,Miscellaneous,340.75,Units,0.0,2026-05-18 09:50:36
DHI-VTO2101E-P,"DAHUA IP Villa Outdoor Station · HD CMOS camera · alloy body vandal proof, IP65, IK10· ICR Night vision &Voice indication· Video & Audio messaging· TC",Uncategorised,2682.5,Units,0.0,2026-05-18 09:50:36
DH-PFM905-E,"DAHUA Integrated Mount Tester - • Ergonomic, Portable Design • One-hand Operation with Removable Wrist Strap • 4.3-in. TFT Screen, 480 x 272 Resolutio",Miscellaneous,2167.75,Units,0.0,2026-05-18 09:50:36
DH-PFM907,"DAHUA Integrated Mount Tester >Integrated Mount Tester> Support IP, HDCVI/AHD/HDTVI/CVBS;> Highly compatible with ONVIF protocol;> POE power supply/re",Miscellaneous,16133.06,Units,0.0,2026-05-18 09:50:36
DHI-VTS5A40B,"DAHUA Intercom Master Station> 10"" TFT Capacitive touch screen, 1024×600> IPC surveillance> Alarm integration> Micro SD card optional, max 32GB > Reco",Intercom and Access Control,9574.79,Units,0.0,2026-05-18 09:50:36
DH-MD02,DAHUA MVR Alarm disply,Miscellaneous,1850.2,Units,0.0,2026-05-18 09:50:36
DHI-DAE-CDR8213-GFW,DAHUA Mobile DVR with built-in Dash Camera > 1080P resolution with 128.6° FOV> Supports 3 external CVI/AHD cameras input> Built-in MIC and speaker sup,NVR,8518.75,Units,0.0,2026-05-18 09:50:36
DH-MLCDF7-E,DAHUA Moible DVR LCD display screen  • 7-in. Widescreen TFT-LCD Monitor • LED Backlight • M12 A-coding Connector,TVs,2588.25,Units,0.0,2026-05-18 09:50:36
DH-PFA114,DAHUA Mount Adapter >Aesthetic design >Material: aluminum - 6 Series PTZ,Miscellaneous,137.75,Units,0.0,2026-05-18 09:50:36
DH-PFA122-V2,DAHUA Mounting box for 3 hole camera • Material: aluminum • IP66 protection class,Uncategorised,384.76,Units,0.0,2026-05-18 09:50:36
