sku,description,sales_price,cost
LQSE-2DALUNV-D,Lutron Universal Dali Module - Tuneable,34869.565200000005,20921.739100000003
PDW-ED-1,Lutron Wiring Harness for DALI Module,739.13,680.0
PDW-D-1,Lutron Wiring Harness for Dimming Module,739.13,680.0
PDW-S-1,Lutron Wiring Harness for Switch Module,739.13,680.0
PD5-36-BU10-2L4,Lutron panel 10Ain breakers5DIN mod 3P,31217.39,25130.0
PD-64-DOOR,Lutron panel door for PD-64 panels,14347.83,11550.0
PD10-64-BU10-2L,Lutron panel10Ain breakers 10DIN mod 3P,56260.87,45290.0
PD4-36-BU10-2L4,Lutron panel10Ain breakers 4DIN mod 3P,31217.39,25130.0
PD8-64-BU10-2L4,Lutron panel10Ain breakers8DIN mod3P,56260.87,45290.0
PD9-64-BU10-2L4,Lutron panel10Ain breakers9DIN mod3P,59391.3,47810.0
Tweeter LCR 750,M&K Tweeter LCR 750,22607.83,12516.52
V8 AMP,M&K V8 AMP MODULE,16947.83,0.0
MU9D3SO/A,M4 Mac Mini,12173.04,12173.04
M40TB,M40T Black Pair,17390.43,10908.550000000001
M40TW,M40T White Pair,17390.43,10908.550000000001
M4TW,M4T White Pair,14773.91,8864.35
M5B,M5 Black,7390.429999999999,3907.83
M5W,M5 White,7390.429999999999,3907.83
M70B,M70 Black,10426.09,6540.0
M70 Tweeter,M70 Tweeter,10426.09,0.0
M70W,M70 White,10426.09,6540.0
RAWLB,M8 Rawl Bolt Shielded Zinc (8x65),9.5,7.0
M90B,M90 Black,17390.43,10908.550000000001
GPG6R,MA PG6-R Premium In-Ceiling Grille,1391.3,1200.0
MA1000,MA1000-A1 Fixed TV Wall Mount,191.29999999999998,0.0
MA1010,MA1010-A1 Tilting TV Wall Mount,339.13,203.48
MA2000,MA2000-A1 Fixed TV Wall Mount,600.0,0.0
MA2010,MA2010-A1 Tilting TV Wall Mount,408.7,0.0
MA2030,MA2030-A1 Full-Motion TV Wall Mount,573.91,0.0
MA2040,MA2040-A1 Full-Motion TV Wall Mount,956.52,0.0
MA3000,MA3000-A1 Fixed TV Wall Mount,513.04,307.83
MA3010,MA3010-A1 Tilting TV Wall Mount,608.6999999999999,365.21999999999997
MA3030,MA3030-A1 Full-Motion TV Wall Mount,1391.3,829.5699999999999
MA3040,MA3040-A1 Full-Motion TV Wall Mount,1704.35,0.0
MA4000,MA4000-A1 Fixed TV Wall Mount,826.09,495.65
MA4010,MA4010-A1 Tilting TV Wall Mount,721.74,0.0
360163-2-0,MAIN 2 AMP,513.04,307.83
370039-0-0,MAINS ADAPTER KATCH IN BOX,513.04,307.83
93608,MARINER MX62 BLACK,18037.2714285714,12626.09
93612,MARINER MX86 BLACK | SONANCE MX 86 OUTDOOR SPEAKER BLACK (1PAIR),24515.2571428572,17160.68
M-LCRDM-MK2,MASTERPIECE LCR-DM MK2,47481.740000000005,28489.05
A-BQ10-B01200,MEGANE CABLE TIES BLACK,82.69714285714291,57.888000000000005
A-BH25-B00250,MEGANET CABLE 500M | MEGANET CABLE SOLD CAT5,1024.24761904762,716.973333333333
A-BQ10-B00850,MEGANET TAPE NITTO BLACK,28.8642857142857,20.205000000000002
A-BH13-COO100,MEGANNET Cs CABLE SOLID CATS 6 GREY,1157.04339285714,809.930375
A-BB13-B01070,MEGAnet Cs CABLE SM SSA MINI 75m 24-OD 5.6mm (100m),1669.08,1001.4499999999999
A-BE28-B00400,MEGAnet QS RACK 42U Assembled,8830.41785714286,6181.2925
A-bh19-B00155,MEGAnet Qs CABLE SOLID U/UTP CAT5e,785.417142857143,549.792
A-BH19-B00150,MEGAnet Qs CABLE SOLID U/UTP CAT5e V2 - Grey,868.314285714286,607.8199999999999
A-BH19-B00175,MEGAnet Qs Cable Solid CAT%E V Yello,858.56,600.992
SHA-FBINDMERMET-01,MERMET BINDERS FOR SAMPLES OF ALL MERMET FABRIC SAVANT IS OFFERING,8054.78,6443.83
MEZZ-8-SURR-PCB,MEZZANINE - PRE-CONSTRUCTION B,82.61,49.57
MEZZ-8-G-SQ,MEZZANINE - SQUARE GRILLE,1823.4799999999998,1094.09
MEZZ-8-SURR,MEZZANINE SURROUND SATELLITES,13188.7,7913.219999999999
MFL100,MFL 100 Fixed TV Wall Mount,782.61,469.57
MFM80,MFM 80 Fixed TV Wall Mount,443.48,266.09
MHUB41140,MHUB (4x1+1) (EU),19999.13,11999.48
MHUBMAX(4x4),MHUB MAX 4x4 HDMI Matrix,13042.61,7825.57
MHUBMAX,MHUB MAX 4x4 HDMI Matrix,22600.0,13560.0
MHUBPRO(4X4)40,MHUB PRO (4X4) 40,43478.26,30000.0
MHUBPRO2.0-4X4,MHUB PRO 2.0 (4X4),86955.65000000001,52173.39
MHUBPRO2.0-8X8,MHUB PRO 2.0 (8X8),208694.78,125216.87000000001
MHUBPRORACKEAR,MHUB PRO Rack Ear Pair,304.34999999999997,182.60999999999999
MHUBPRORX,MHUB PRO Receiver,6521.74,3913.04
MHUBPROSERCAB,MHUB PRO Serial Cable DB9-DB9,330.43,198.26
MHUB431UREC,MHUB Receiver V4 (uControl),4339.13,3254.3399999999997
MHUBS161616100A,MHUB S (16+16x16) 100A,235699.385714286,164989.57
MHUB431V3PSU,MHUB431 PSU 24V 1A,1295.6499999999999,777.39
MHUBS(8+8x8)100,MHUBS(8+8x8)100,130433.91,78260.35
MHUBUREC,MHUBUREC,4339.13,3254.3399999999997
C10934,MM Phono Preamplifier with Auto Power Down,6520.87,3912.52
MNT100,MNT 100 Fixed TV Wall Mount,347.83,208.7
MNT102,MNT 102 Tilting TV Wall Mount,417.39,250.43
MNT104,MNT 104 Full-Motion TV Wall Mount,617.39,370.43
MNT108,MNT 108 Full-Motion TV Wall Mount,1034.78,620.87
MNT200,MNT 200 Fixed TV Wall Mount,417.39,250.43
MNT202,MNT 202 Tilting TV Wall Mount,443.48,266.09
MNT204,MNT 204 Full-Motion TV Wall Mount,1243.48,746.09
MNT208,MNT 208 Full-Motion TV Wall Mount,1878.26,1126.96
MNT300,MNT 300 Fixed TV Wall Mount,617.39,370.43
MNT302,MNT 302 Tilting TV Wall Mount,721.74,433.03999999999996
MNT50,MNT 50 Fixed TV Wall Mount,208.7,125.22
MNT52,MNT 52 Tilting TV Wall Mount,313.04,187.82999999999998
M360-B-VOLF,MOTION SENSOR 360 BLACK- VOLT FREE (DRY CONTACT),2448.70714285714,1714.0949999999998
M360-W-VOLF,MOTION SENSOR 360 WHITE- VOLT FREE (DRY CONTACT),2482.08,1499.99
RMB-PAVAM2-00,MOUNT FOR IP AUDIO MODULES AND SMART HOSTS (REAR),2297.39,1378.4399999999998
MP150L,MP150 Left Black,31303.48,19635.82
MP150LW,MP150 Left White,30433.91,17212.170000000002
MP150R/CB,MP150 Richt/C Black,31303.48,19635.82
MP150R/CW,MP150 Richt/C White,30433.91,17212.170000000002
MP300L,MP300 Left Black,60868.700000000004,36521.22
MP300LW,MP300 Left White,60868.700000000004,34429.57
MP300R/C,MP300 Right/C Black,60868.700000000004,34429.57
MP300R/CW,MP300 Right/C White,60868.700000000004,34429.57
MP950B,MP950 Black,16520.87,10363.09
MP950W,MP950 White,16520.87,10363.09
MPA-201,MPA-201 Power Amp,9208.699999999999,5525.219999999999
REM-2000I-00,MULTI ROOM REMOTE TOUCH SCREEN END OF LIFE,20891.3,12534.79
CLI-W210B-01,MULTISTAT SMART THERMOSTAT - BLACK,18056.52,10833.92
CLI-W210W-01,MULTISTAT SMART THERMOSTAT - WHITE,18056.52,10833.92
93613,MX86 OUTDOOR SPEAKER WHITE (1 PAIR),25582.61,13347.45
MACBOOK-AIR-13-M4-256GB,MacBook Air 13-inch | Apple M4 - 256gb,27949.071428571402,19564.350000000002
DC-CAB,Male DC connector with cable,5.79,3.99
IEC-MALE,Male IEC 10A Connector,36.0,25.0
LENS-VS0615,Manual iris vari-focal CS mounted lens,114.55,79.0
AMP10/N1B,Marantz AMP10 Power Amplifier (Black),182600.0,125994.0
AV10/N1B,Marantz AV10 AV Processor (Black),182600.0,125994.0
AV7706/N1B,Marantz AV7706 AV Processor (Black),69556.52,47994.0
AV8805A/N1B,Marantz AV8805A AV Processor (Black),104339.13,71994.0
CD50N/N1B,Marantz CD50N Network CDPlayer (Black),33556.521700000005,20133.913
CD50N/N1SG,Marantz CD50N Network CDPlayer (Silver),43469.57,29994.0
CD60/N1B,Marantz CD60 CD Player (Black),18686.9565,11212.1739
CD60/N1SG,Marantz CD60 CD Player (Silver),26600.0,18354.0
CD6007/N1B,Marantz CD6007 CD Player (Black),13904.35,9594.0
CD6007/N1SG,Marantz CD6007 CD Player (Silver),13904.35,9594.0
CINEMA30/N1B,Marantz CINEMA30 AV Amplifier (Black),95382.6087,66767.8261
CINEMA40/N1B,Marantz CINEMA40 AV Amplifier (Black),59382.608700000004,41567.8261
CINEMA40/N1SG,Marantz CINEMA40 AV Amplifier (Silver),77904.35,53754.0
CINEMA50/N1B,Marantz CINEMA50 AV Amplifier (Black),45121.7391,31585.2174
CINEMA50/N1SG,Marantz CINEMA50 AV Amplifier (Silver),55643.48,38394.0
CINEMA60/N1B,Marantz CINEMA60 AV Receiver (Black),38252.17,26394.0
CINEMA60/N1SG,Marantz CINEMA60 AV Receiver (Silver),38252.17,26394.0
CINEMA70S/N1B,Marantz CINEMA70 AV Receiver (Black),27817.39,13080.8696
CINEMA70S/N1SG,Marantz CINEMA70 AV Receiver (Silver),27817.39,19194.0
MCR612/N1B,Marantz MCR612 CD Network System (Black),15208.7,10494.0
MCR612/N1SG,Marantz MCR612 CD Network System(Silver),15208.7,10494.0
MM7025/N1B,Marantz MM7025 Power Amp (Black),29469.57,20334.0
MM7055/N1B,Marantz MM7055 Power Amp (Black),39991.3,27594.0
MM8077/N1B,Marantz MM8077 Power Amp (Black),59991.3,41394.0
MODELM1/N1B,Marantz MODEL M1 Network Amp (Black),20974.34,14682.04
MODEL30/N1B,Marantz MODEL30 Amplifier (Black),76078.26000000001,52494.0
MODEL30/N1SG,Marantz MODEL30 Amplifier (Silver),76078.26000000001,52494.0
MODEL40N/N1B,Marantz MODEL40N Network Amp (Black),46686.9565,28012.1739
MODEL40N/N1SG,Marantz MODEL40N Network Amp (Silver),58686.96,40494.0
MODEL50/N1B,Marantz MODEL50 Amplifier (Black),33556.521700000005,20133.913
MODEL50/N1SG,Marantz MODEL50 Amplifier (Silver),43469.57,29994.0
MODELM4/EX1B,Marantz Model M4 Streaming Amp (Black),68804.79000000001,48163.35
PM10S1/N1B,Marantz PM10S1 Amplifier (Black),242078.26,167034.0
PM10S1/N1G,Marantz PM10S1 Amplifier (Silver),242078.26,167034.0
PM12SE/N1B,Marantz PM12SE Amplifier (Black),85643.48,59094.0
PM12SE/N1G,Marantz PM12SE Amplifier (Silver),85643.48,59094.0
PM6007/N1B,Marantz PM6007 Amplifier (Black),13904.35,9594.0
PM6007/N1SG,Marantz PM6007 Amplifier (Silver),13904.35,9594.0
PM7000N/N1B,Marantz PM7000N Network Amp (Black),26078.260000000002,17994.0
PM7000N/N1SG,Marantz PM7000N Network Amp (Silver),26078.260000000002,17994.0
SA10S1/N1B,Marantz SA10S1 SACD Player (Black),191730.43000000002,132294.0
SA10S1/N1G,Marantz SA10S1 SACD Player (Silver),191730.43000000002,132294.0
SA12SE/N1B,Marantz SA12SE SACD Player (Black),85643.48,59094.0
SA12SE/N1G,Marantz SA12SE SACD Player (Silver),85643.48,59094.0
SACD30N/N1B,Marantz SACD30N SACD Player (Black),76078.26000000001,52494.0
SACD30N/N1SG,Marantz SACD30N SACD Player (Silver),76078.26000000001,52494.0
STEREO70S/N1B,Marantz STEREO70S Receiver (Black),24339.13,16794.0
VS3003/M1B,Marantz VS3003/M1B HDMI Switch 3/1,4339.13,2994.0
93617,Mariner MX62 SST White,15421.1142857143,10794.78
MHUB4K431REM,Master Remote for mHub 4K (4x3+1) Old Type V3,434.78,260.87
MHUB4K862REM,Master Remote for mHub 4K (8x6+2) Old Type V3,434.78,260.87
MHUBMASTERREM4,Master Remote for mHub PRO/431U New,434.78,260.87
MHUBMASTERREM8,Master Remote for mHub PRO/862U New,434.78,260.87
CBOX-MS,"Medium Slim (330 x 330 x 140) Slab Box, fits 8"" Ceiling  Speaker",428.571428571429,300.0
A-BB13-B01850,Meganet Cs Cable SM NHD CST 24 1.150M,2455.4380952380898,1718.8066666666698
RB-4011SRM,MikroTik 10 Port Gigabit 1SFP+ 4 Core L5 Rack-Mount Router | RB4011iGS+RM,4275.0,3150.0
RB-FTCXG,MikroTik 10Gbps Fibre to Copper Converter | FTC11XG,2695.0,1995.0
RB-1100AHX4,MikroTik 13 Port Gigabit 4 Core L6 Rack-Mount Router | RB1100x4,7175.0,4995.0
RB-951UI2,MikroTik 2.4GHz 2.5dBi 5 Port Ethernet WiFi Router | RB951Ui-2HnD,1195.0,875.0
RB-5009UPSIN,MikroTik 7 Gigabit 1x 2.5Gbps 1SFP+ 4 Core PoE Router | RB5009UPr+S+IN,5795.0,4275.0
RB-5009UGSIN,MikroTik 7 Gigabit 1x 2.5Gbps 1SFP+ 4 Core Router | RB5009UG+S+IN,4195.0,3095.0
RB-5009UPSO,MikroTik 7 Port Gigabit 1x 2.5Gbps 1SFP+ 4 Core Outdoor PoE Router | RB5009UPr+S+OUT,6325.0,4675.0
RB-L009UGSRM,MikroTik 8 Gigabit 1x2.5Gbps SFP Dual Core Router | L009UiGS-RM,2295.0,1695.0
RB-L009UGSAX,MikroTik 8 Gigabit 1x2.5Gbps SFP Dual Core WiFi 6 Router | L009UiGS-2HaxD-IN,2475.0,1850.0
RB-ATL18,MikroTik ATL18 Kit LTE18 Wide Band Outdoor CPE | ATLGM&EG18-EA,5525.0,4095.0
RB-GPS,MikroTik Active GPS antenna for LtAP mini LTE Kit | ACGPSA,145.0,110.0
RB-SXTSQM,MikroTik Adjustable SXTsq Mount | SXTsq-mount,175.0,120.0
RB-AUD52,MikroTik Audience Tri-band PoE Mesh AP | RBD25G-5HPacQD2HPnD,2975.0,2075.0
RB-BASEBOX2,MikroTik BaseBox 2 Gigabit USB WiFi Router | RB912UAG-2HPnD-OUT,1995.0,1395.0
RB-BASEBOX5,MikroTik BaseBox 5 Gigabit USB WiFi Router | RB912UAG-5HPnD-OUT,1725.0,1275.0
TR-MTCNA,MikroTik Certified Network Associate,8295.0,6495.0
RB-CHAT5G,MikroTik Chateau 5G WiFi 5 Dual Band 5 Port Gigabit Router | D53G-5HacD2HnD-TC&RG520F-EU,10995.0,7695.0
RB-CHATLTE6,MikroTik Chateau LTE6 WiFi 5 Dual Band 5 Port Gigabit Router | D53G-5HacD2HnD-TC&FG621-EA,3295.0,2295.0
RB-CCR2116P,MikroTik Cloud Core 12 Port Gigabit 4SFP+ 16 Core Router | CCR2116-12G-4S+,19195.0,14195.0
RB-CCR2004SP,MikroTik Cloud Core 12 Port SFP+ 2 SFP28 4 Core Router | CCR2004-1G-12S+2XS,11495.0,8495.0
RB-CCR2216SP,MikroTik Cloud Core 12 Port SFP28 2 QSFP28 16 Core Router | CCR2216-1G-12XS-2XQ,54250.0,40095.0
RB-CCR2004P,MikroTik Cloud Core 16 Port Gigabit 2SFP+ 4 Core Router | CCR2004-16G-2S+,8925.0,6595.0
RB-CCR2004PC,MikroTik Cloud Core 16 Port Gigabit 2SFP+ Passive Cooling Router | CCR2004-16G-2S+PC,9075.0,6695.0
RB-CCR2004PCIE,MikroTik Cloud Core 2 Port SFP28 4 Core Smart PCIe NIC | CCR2004-1G-2XS-PCIe,4595.0,3195.0
RB-CRS317,MikroTik Cloud Router Switch 16 Port SFP+ | CRS317-1G-16S+RM,9595.0,7095.0
RB-CRS518S,MikroTik Cloud Router Switch 16 Port SFP28 2 QSFP28 | CRS518-16XS-2XQ-RM,37095.0,25795.0
RB-CRS328S,MikroTik Cloud Router Switch 20 Port SFP 4SFP+ 4 Gigabit/SFP Ports | CRS328-4C-20S-4S+RM,8650.0,6395.0
RB-CRS326G,MikroTik Cloud Router Switch 24 Port 2.5Gbps 4SFP+ Combo Ports 2xQSFP+ | CRS326-4C+20G+2Q+RM,22995.0,15995.0
RB-CRS326,MikroTik Cloud Router Switch 24 Port Gigabit 2SFP+ | CRS326-24G-2S+RM,4095.0,3025.0
RB-CRS328,MikroTik Cloud Router Switch 24 Port PoE 450W 4SFP+| CRS328-24P-4S+RM,10450.0,7725.0
RB-CRS326Q,MikroTik Cloud Router Switch 24 Port SFP+ 2QSFP+ | CRS326-24S+2Q+RM,11525.0,8525.0
RB-CRS305S,MikroTik Cloud Router Switch 4 Port SFP+ | CRS305-1G-4S+IN,2895.0,2150.0
RB-CRS354Q,MikroTik Cloud Router Switch 48 Port Gigabit 4SFP+ 2 QSFP+ | CRS354-48G-4S+2Q+RM,11895.0,8795.0
RB-CRS354QP,MikroTik Cloud Router Switch 48 Port PoE 700W 4SFP+ 2 QSFP+ | CRS354-48P-4S+2Q+RM,20295.0,14995.0
RB-CRS106,MikroTik Cloud Router Switch 5 Port SFP 1 PoE/SFP Port | CRS106-1C-5S,1150.0,850.0
RB-CRS310S,MikroTik Cloud Router Switch 5 Port SFP 4 SFP+ | CRS310-1G-5S-4S+IN,3850.0,2850.0
RB-CRS312,MikroTik Cloud Router Switch 8 Port 10Gbps 4SFP+/10Gbps Ports | CRS312-4C+8XG-RM,13795.0,10195.0
RB-CRS310,MikroTik Cloud Router Switch 8 Port 2.5Gbps Ethernet 2SFP+ | CRS310-8G+2S+IN,4275.0,3150.0
RB-CRS1128P,MikroTik Cloud Router Switch 8 Port PoE 4SFP | CRS112-8P-4S-IN,4095.0,3025.0
RB-CRS309S,MikroTik Cloud Router Switch 8 Port SFP+ with PoE Input | CRS309-1G-8S+IN,5275.0,3895.0
RB-CRS510S,MikroTik Cloud Router Switch 8 Port SFP28 2 QSFP28 | CRS510-8XS-2XQ-IN,18680.0,12995.0
RB-CUBE60P,MikroTik Cube Pro60 AC 60GHz/5GHz Outdoor CPE | CubeG-5ac60ay,2895.0,2150.0
RB-CUBE60PS,MikroTik CubeSA 60Pro ac 60GHz 60° Integrated Sector | CubeG-5ac60ay-SA,3850.0,2850.0
ANT-O25,MikroTik Dual Band High Gain Outdoor Whip Antenna | HGO-antenna-OUT,175.0,125.0
RB-FBPLUS,MikroTik FiberBox Plus 4 SFP+ Outdoor Switch | CRS305-1G-4S+OUT,5030.0,3495.0
RB-FLEX,MikroTik Flex-Guide 0.5M RPSMA-RPSMA Cable | ACRPSMA,215.0,150.0
RB-GPEN21,MikroTik GPEN21 Smart Media Converter with PoE Pass-through | GPEN21,775.0,575.0
RB-FTC,MikroTik Gigabit Fibre to Copper Converter | RBFTC11,775.0,575.0
RB-GPER,MikroTik Gigabit Passive Ethernet Repeater | GPeR,550.0,395.0
RB-GROOVEA52,MikroTik GrooveA 52 Dual Band L4 Outdoor WiFi Radio | RBGrooveA-52HPn,1595.0,1150.0
RB-GPERO,MikroTik IP67 Outdoor Enclosure for RB-GPER | GPeR-IP67-Case,130.0,95.0
RB-GESPIN,MikroTik Indoor Gigabit PoE Injector with Surge Protection | GESP+POE-IN,295.0,215.0
RB-TAG-IN,MikroTik Indoor IoT Bluetooth Tag | TG-BT5-IN,215.0,150.0
RB-LHG5-3,MikroTik LHG 5 Tripack 24.5dBi PtP CPE | RBLHG5kit,4095.0,3025.0
RB-LHG60,MikroTik LHG 60GHz PtP CPE | RBLHGG-60ad,3095.0,2275.0
RB-LHGLTE6,MikroTik LHG LTE6 Kit 17dBi Outdoor CPE | LHGGR&FG621-EA,4295.0,2995.0
RB-LHGM,MikroTik LHG Series Metal Pole Mount Adapter | LHGMount,275.0,195.0
RB-LHGSM,MikroTik LHG Series Metal Pole Mount Bracket | solidMOUNT,575.0,425.0
RB-LHG60KIT,MikroTik LHG Wireless Wire Dish 60GHz PtP Kit | RBLHGG-60adkit,6095.0,4495.0
RB-LHG5ACXL4,MikroTik LHG XL 5 ac 27dBi PtP CPE 4 Pack | RBLHGG-5acD-XL4pack,9475.0,6995.0
RB-LHGHP5XL4,MikroTik LHG XL HP5 27dBi PtP CPE 4 Pack | RBLHG-5HPnD-XL4pack,7975.0,5895.0
ANT-LORA,MikroTik LoRa 6.5dBi Antenna Kit | 868_Omni_antenna,995.0,725.0
RB-LTDM,MikroTik LtAP DINRail Pro Mounting Bracket | DRP-LTM,175.0,125.0
RB-LTAPHDLTE6,MikroTik LtAP LTE6 Kit 3 SIM 2 mPCIe and GPS Router | LtAP-2HnD&FG621-EA,4675.0,3250.0
RB-LTAP,MikroTik LtAP Mini LTE Kit Dual SIM and GPS Router | RB912R-2nD-LTm&R11e-LTE,1975.0,1450.0
RB-NETBOX5,MikroTik NetBox 5 Outdoor WiFi Router | RB911G-5HPacD-NB,2515.0,1750.0
RB-NETBOX5AX,MikroTik NetBox 5 ax Outdoor WiFi 6 Router | L11UG-5HaxD-NB,2175.0,1625.0
RB-NETMETAL,MikroTik NetMetal 5SHP AC 1SFP Outdoor WiFi Router | RB921UAGS-5SHPacD-NM,2850.0,2095.0
RB-OMNITIK5AC,MikroTik OmniTIK 5ac 7.5dBi PoE Outdoor WiFi Omni AP | RBOmniTikPG-5HacD,2750.0,2025.0
RB-GESP,MikroTik Outdoor Gigabit Surge Protector with PoE | GESP,625.0,450.0
RB-TAG-OUT,MikroTik Outdoor IoT Bluetooth Tag | TG-BT5-OUT,350.0,250.0
RB-PBPRO,MikroTik PowerBox Pro 5 Port Gigabit 1SFP Outdoor Router | RB960PGS-PB,2175.0,1575.0
RB-QMPLHG,MikroTik QuickMount Pro for Light Head Grid | QMP-LHG,140.0,100.0
RB-QMP,MikroTik QuickMount Pro for Sectors and SXT | QMP,130.0,95.0
RB-QM,MikroTik QuickMount for Small Pole Mount Devices | QM,75.0,50.0
RB-5009RMKIT,MikroTik RB-5009 Rack Mount Kit | K-79,145.0,110.0
RB-SXTLTE6,MikroTik SXT LTE6 Kit 9dBi PoE Outdoor CPE | SXTR&FG621-EA,2790.0,1950.0
RB-SXTG5ACSA,MikroTik SXT SA5 ac 14dBi 90' Integrated Sector | RBSXTG-5HPacD-SA,2775.0,1925.0
RB-SXTSQ5AC,MikroTik SXTsq 5 ac 16dBi Dual Chain Outdoor CPE | RBSXTsqG-5acD,1250.0,925.0
RB-SXTSQ2,MikroTik SXTsq Lite 2 10dBi Outdoor CPE | RBSXTsq2nD,775.0,575.0
RB-CSS326,MikroTik SwOS Smart Switch 24 Port Gigabit 2SFP+ | CSS326-24G-2S+RM,3095.0,2295.0
RB-260GSP,MikroTik SwOS Smart Switch 5 Port Gigabit 1SFP PoE Out | CSS106-1G-4P-1S,1125.0,825.0
RB-260GS,MikroTik SwOS Smart Switch 5 Port Gigabit 1SFP | CSS106-5G-1S,850.0,625.0
RB-CSS610,MikroTik SwOS Smart Switch 8 Port Gigabit 2SFP+ PoE Input | CSS610-8G-2S+IN,2295.0,1695.0
RB-CSS610P,MikroTik SwoS Cloud Switch 8 Port PoE 2 SFP+ | CSS610-8P-2S+IN,4475.0,3295.0
RB-L4,MikroTik WISP Level 4 License,750.0,550.0
RB-CUBE60PKIT,MikroTik Wireless Wire Cube Pro 60GHz/5GHz Outdoor Kit | CubeG-5ac60aypair,5825.0,4295.0
RB-CAPLITE,MikroTik cAP Lite 300Mbps WiFi 4 Ceiling AP | RbcAPL-2nD,575.0,415.0
RB-CAPACXL,MikroTik cAP XL ac Dual Band 1200Mbps WiFi 5 Ceiling AP | RBcAPGi-5acD2nD-XL,1925.0,1425.0
RB-CAPAC,MikroTik cAP ac Dual Band 1200Mbps WiFi 5 Ceiling AP | RbcAPGi-5acD2nD,1625.0,1195.0
RB-CAPAX,MikroTik cAP ax Dual Band WiFi 6 1800Mbps Ceiling AP | cAPGi-5HaxD2HaxD,2525.0,1850.0
RB-HAP,MikroTik hAP 5 Port Ethernet 300Mbps WiFi 4 Router | RB951Ui-2nD,875.0,650.0
RB-HAPL,MikroTik hAP Lite 4 Port Ethernet 300Mbps WiFi 4 Router | RB941-2nD,485.0,360.0
RB-HAPLTC,MikroTik hAP Lite Tower 4 Port Ethernet 300Mbps WiFi 4 Router | RB941-2nD-TC,485.0,360.0
RB-HAPACL,MikroTik hAP ac Lite 5 Port Ethernet 750Mbps WiFi 5 Router | RB952Ui-5ac2nD,1095.0,815.0
RB-HAPACLTC,MikroTik hAP ac Lite Tower 5 Port Ethernet 750Mbps WiFi 5 Router | RB952Ui-5ac2nD-TC,1095.0,815.0
RB-HAPAC2,MikroTik hAP ac2 5 Port Gigabit 1200Mbps WiFi 5 Router | RBD52G-5HacD2HnD-TC,1525.0,1125.0
RB-HAPAXL,MikroTik hAP ax lite 4 Port Gigabit 600Mbps WiFi 6 Router | L41G-2axD,1125.0,825.0
RB-HAPAXLLTE6,MikroTik hAP ax lite LTE6 4 Port Gigabit 600Mbps WiFi 6 Router | L41G-2axD&FG621-EA,2350.0,1625.0
RB-HAPAX2,MikroTik hAP ax2 5 Port Gigabit 1800Mbps WiFi 6 Router | C52iG-5HaxD2HaxD-TC,1975.0,1450.0
RB-HAPAX3,MikroTik hAP ax3 4 Gigabit 1 Port 2.5G PoE 1800Mbps WiFi 6 Router | C53UiG+5HPaxD2HPaxD,2695.0,1995.0
RB-HEX,MikroTik hEX 5 Port Gigabit Desktop Router | RB750Gr3,1150.0,850.0
RB-HEXLITE,MikroTik hEX Lite 5 Port Ethernet Desktop Router | RB750r2,825.0,615.0
RB-HEXPOE,MikroTik hEX PoE 5 Port Gigabit 1SFP PoE Out Desktop Router | RB960PGS,1750.0,1295.0
RB-HEXPOEL,MikroTik hEX PoE Lite 5 Port Ethernet 4 PoE Router | RB750UPr2,1195.0,875.0
RB-HEXS,MikroTik hEX S 5 Port Gigabit 1SFP Desktop Router| RB760iGS,1325.0,975.0
ANT-MLTE,MikroTik mANT LTE 5o 5dBi Omni Antenna | MTAO-LTE-5D-SQ,375.0,275.0
ANT-D530PA,MikroTik mANT30 5.8GHz 30dBi Precision Alignment Dish | MTAD-5G-30D3-PA,4695.0,3475.0
ANT-D530,MikroTik mANT30 5GHz 30dBi Dish Antenna | MTAD-5G-30D3,4165.0,2895.0
RB-MANTBOX12,MikroTik mANTBox 2 12s 12dBi 120' Integrated Sector | RB911G-2HPnD-12S,1925.0,1425.0
RB-MANTBOX15AX,MikroTik mANTBox ax 15s WiFi 6 Integrated Sector | L22UGS-5HaxD2HaxD-15S,3425.0,2595.0
RB-MAP,MikroTik mAP 2.4GHz  1.2dBi USB PoE WiFi AP | RbmAP2nD,875.0,650.0
RB-NETPOWER16P,MikroTik netPower 16P 16 PoE Output 2 SFP+ Outdoor Switch | CRS318-16P-2S+OUT,5395.0,3995.0
RB-NETPOWERL7R,MikroTik netPower Lite 7R 1 PoE out 7 PoE input Switch | CSS610-1Gi-7R-2S+OUT,3295.0,2295.0
RB-QMX,MikroTik quickMOUNT X Pole Mount Bracket for SXTSQ | QM-X,75.0,50.0
RB-WAPLORA8,MikroTik wAP LR8 Kit 2.4Ghz 2dBi LoraWAN Gateway | RBwAPR-2nD&R11e-LR8,2750.0,2025.0
RB-WAPLTE,MikroTik wAP LTE Kit 2.4GHz Wireless Router with LTE Modem | wAPR-2nD&EC200A-EU,1925.0,1425.0
RB-WAPAC,MikroTik wAP ac Dual Band 2.5dBi Outdoor WiFi Router | RBwAPG-5HacD2HnD,2095.0,1450.0
RB-WAPLTEAC,MikroTik wAP ac LTE Kit Dual Band Router with LTE Modem | wAPGR-5HacD2HnD&EC200A-EU,3925.0,2725.0
RB-WAPLTE6AC,MikroTik wAP ac LTE6 Kit Dual Band Router with LTE6 Modem | RBwAPGR-5HacD2HnD&R11e-LTE6,4850.0,3375.0
