sku,description,sales_price,cost
HDM48CAR100,1.0M 48G CARBON HDMI,3826.0899999999997,2678.2599999999998
HDM48CIN100,1.0M 48G CINNAMON HDMI,2521.74,1765.2199999999998
HDM48FOR100,1.0M 48G FOREST HDMI,1565.2199999999998,1095.6499999999999
HDM48PEA100,1.0M 48G PEARL HDMI,782.61,547.83
EVERG01R,1.0M EVERGREEN RCA-RCA,1565.2199999999998,1095.6499999999999
GOLDG01R,1.0M GOLDEN GATE RCA-RCA,2347.83,1643.4799999999998
NRGY2EU01,1.0M NRG-Y2 EU POWER CORD,2173.04,1460.87
NRGY3EU01,1.0M NRG-Y3 EU POWER CORD,2607.83,2008.6999999999998
NRGZ2EU01,1.0M NRG-Z2 EU POWER CORD,3477.39,2678.2599999999998
NRGZ3EU01,1.0M NRG-Z3 EU POWER CORD,4346.96,3104.35
TOWER01R,1.0M TOWER RCA-RCA,956.52,669.5699999999999
CAB-RAW-RIP-C-1.5MM,1.5 RIPCORD RED/BLACK P/M,15.8571428571429,11.1
COAXCIN01.5,1.5M DIGITAL COAX CINNAMON,1913.04,1339.1299999999999
COAXFOR01.5,1.5M DIGITAL COAX FOREST,956.52,669.5699999999999
EVERG01.5R,1.5M EVERGREEN RCA-RCA,1739.1299999999999,1217.3899999999999
GOLDG01.5R,1.5M GOLDEN GATE RCA-RCA,2521.74,1765.2199999999998
TOWER01.5MR,1.5M TOWER 3.5M-RCA,1130.4299999999998,791.3
TOWER01.5R,1.5M TOWER RCA-RCA,1130.4299999999998,791.3
CAB-PWR-1H-D-1.8M,1.8M SINGLE HEADED DEDICATED POWER CABLE PC-LIN6DCIC073BK1.8,57.857142857142904,40.5
POWC,1.8m Dedicated Clover Power Cord,75.0,40.0
POW8,1.8m Dedicated Figure 8 Power Cord,60.0,40.0
POW-D,1.8m IEC Power Cord With Dedicated Plug Top,60.0,45.0
POW-M-F,1.8m Male - Female IEC Power Lead,75.0,50.0
IEC-C,1.8m Male IEC to Clover Cable,75.0,50.0
POW-DR,1.8m Right Angled IEC Power Cord With Dedicated Plug Top,75.0,50.0
HDM48CCOLA1000,10.0M 48G Cherry Cola HDMI AOC,19043.48,13330.43
HDMFOR10A,10.0M FOREST HDMI,8086.959999999999,5660.87
HDMPEA10A,10.0M PEARL HDMI,5217.389999999999,3652.1699999999996
100w Led Floodlight,100w Led Floodlight 4kv Surge Protected - Flash,665.0,399.2
MP-EX10,10M 10A Extension Cord with Double Coupler,215.0,150.0
NET-SOCK-CS20-10M,"10M CABLE SOCK, 20MM | 10M CABLE SOCK, 20MM CS-20-10M",539.571428571429,377.7
NET-SOCK-CS55-10M,"10M CABLE SOCK, 55MM",926.285714285714,648.4
FIBRE-OPTICMAX8K10M,10m 8K Ultra High Speed Fibre-Optic Max (48G),4781.74,2869.04
PWR-MP-11PS,"11B - 11 PORT MP, 1 X 10A, 5 X 6A, 5 X 15A, 5 X SW P-11B",245.714285714286,172.0
POE-12G,12 Port Gigabit Passive PoE Injector,1395.0,1025.0
HDMPEA12.5A,12.5M PEARL HDMI,6347.83,4443.48
NVR-EL128-4U12MP1-10TB,128 CH. EMBEDDED 4K NVR ENHANCED H.265 SUPPORTS UP TO 12MP 10TB INCLUDED (MADE IN KOREA),338506.09,203103.66
DH-IPC-EBW81242P-AS-S2,"12MP 1/1.7"" CMOS image sensor, low luminance, and high definition image.
Outputs max. 12M (4000 × 3000)@25 fps; supports 8M (3280 × 2480)@25/30 fps.
B",14286.85,9853.0
IPEL-D12V-IRW2,12MP IP IN/OUT FULL VANDAL DOME.VARIFOCAL 2.7-12MM MOTOR LENS 131 FEET SMART IR.POE+ AI.ANALYTIC,31834.780000000002,19100.87
